story_index,story_text,cluster_id,story_length
1206414,"Sam and Lily are twins. They like to play and laugh together. But they do not like to brush their teeth. Every night, their mom tells them to go to the bathroom and brush their teeth. But they always try to hide or run away.

One night, mom finds them under the bed. She says, ""Come on, Sam and Lily. You have to brush your teeth. It is good for your health and your smile. If you do not brush your teeth, they will get dirty and hurt.""

Sam and Lily do not want their teeth to hurt. They follow mom to the bathroom. Mom gives them each a toothbrush and some toothpaste. She says, ""Brush your teeth for two minutes. Then you can have a story and a hug.""

Sam and Lily start to brush their teeth. They make funny faces in the mirror. They try to spit out the toothpaste. They count to ten and then stop. They say, ""We are done, mom.""

Mom looks at their teeth. She says, ""No, you are not done. You have to brush your teeth longer. You have to finish brushing your teeth. Look, I will show you how to do it.""

Mom takes her toothbrush and brushes her teeth. She shows Sam and Lily how to move the toothbrush up and down and side to side. She shows them how to reach the back teeth and the front teeth. She shows them how to rinse their mouth and spit out the water. She says, ""See, this is how you finish brushing your teeth. Now you try.""

Sam and Lily try to copy mom. They brush their teeth up and down and side to side. They reach the back teeth and the front teeth. They rinse their mouth and spit out the water. They smile at mom. Mom smiles back. She says, ""Good job, Sam and Lily. You finished brushing your teeth. Your teeth are very clean and shiny. I am proud of you. You have impressive teeth.""

Sam and Lily feel happy. They hug mom and say, ""Thank you, mom. We love you. Can we have a story and a hug now?""

Mom says, ""Yes, of course. Let's go to your room and read a story. Then you can go to sleep and dream of happy things.""

Sam and Lily go to their room with mom. They choose a story and listen to mom read it. They cuddle with mom and say good night. They close their eyes and fall asleep. They dream of happy things. And their teeth are impressive.",7,2167
662597,"One day in spring, a little girl was playing in the garden when she spotted a mosquito. The mosquito looked very dangerous and she was scared. She ran inside to find her parents and told them about it. 

Her parents told her that she should always be careful and aware of her surroundings. They said that mosquitos can be dangerous, as they can carry diseases. 

The little girl remembered her parent's valuable advice and decided to be more careful. From then on, every time she went outside she was extra careful to be aware of her surroundings and always look out for dangerous things like mosquitoes. 

The moral of this story is that it pays to be aware of your surroundings and to be careful, as it might save you from a lot of trouble!",1,742
309799,"One day, a little boy named Tim went to the store with his mom. They wanted to buy a toy for Tim's birthday. Tim saw a big, red ball. He liked it a lot. But mom said the price was too high. Tim was sad.

Tim's mom had an idea. She said, ""Let's call grandma and ask her to help us buy the ball."" Tim was happy. They called grandma on the phone. Grandma said she would help with the price of the ball. Tim and his mom were very happy.

The next day, Tim, his mom, and grandma went to the store. They bought the big, red ball. Tim played with the ball all day. It was hard to catch, but Tim had fun. The ball made Tim's birthday the best day ever.",9,644
1852748,"Once upon a time, there was a little girl named Lily. She loved to watch the birds fly in the sky. One day, she saw a big bird with feathers as black as night. She wanted to get closer to it, but her mommy told her to be careful and not scare the bird away.

Lily listened to her mommy and walked very slowly towards the bird. She paused every few steps to make sure she wasn't making too much noise. Finally, she was close enough to watch the bird up close. It was so beautiful!

Lily was very happy that she got to see the bird, and she thanked her mommy for telling her to be careful. From then on, every time she saw a bird, she would pause and watch it from afar, so she wouldn't scare it away.",2,699
1449407,"Once upon a time there was a little girl named Lucy. She was out picking mushrooms with her mom. Suddenly, she spotted a helpless mushroom. It looked sad and lonely. So, Lucy wiped away the mushroom's tears. 

The mushroom was so happy that it started to jump and dance. So, Lucy and her mom danced alongside the little mushroom. They leapt and twirled in the fields. It was the best day ever! 

Soon, it was time to go home. Lucy said goodbye to her new mushroom friend, but she knew she would see it again soon. Lucy's mom wiped the sweat and dirt off her daughter's face and hugged her tightly.

Mushroom hunting with her mom made Lucy feel so special. She smiled, feeling happy and content.",2,694
1254743,"Once upon a time there were two kids, Robert and Emma. They were very eager to play together every day. They shared a special kind of love. 
One day Robert asked Emma, ""Let's go play outside in the sun"". Emma happily agreed and they went out together.

They had a wonderful time playing catch, chasing each other and climbing trees, but all too soon the day was over and it was time to go inside.

When they got home, Robert noticed that his favorite toy was broken. He was so sad and he asked Emma to help him restore it. Robert was very eager to make it whole again but Emma said it was impossible. 

Robert was very upset and pushed Emma away. He was so angry that he decided he would never talk to Emma again. Robert's love for her was gone and it never returned.",2,767
1779680,"Once upon a time, there were two friends, Lily and Jack. They lived in a world of peace and happiness.

One day, Lily and Jack were playing in the garden. Suddenly, they heard a loud noise in the sky. It was a plane. The plane was blue and it was flying very high.

Lily and Jack were scared, but then they heard the pilot say, ""We are starting a war!"". Lily and Jack refused to go to the war. They wanted to stay in a world of peace and happiness.

The pilot saw them and yelled, ""Why won't you come and join us?!"". Lily and Jack said, ""We don't want to go to war. We want to stay here with our friends"".

The pilot was angry, but he had to leave. Lily and Jack were glad the blue plane was gone. They knew that the war would not make their world any better. They knew that peace and happiness was the only way.",4,812
1048987,"One day, Jonny was in the park. He saw something really amazing. It was a dolphin! It was swimming in the big blue sea. Jonny was so excited. He ran right to the water's edge. 

Jonny watched the dolphin jump and spray the water with its tail. The dolphin was fit and strong. It looked like it was having so much fun! 

Jonny wanted to join in on the fun. So he started spraying water too. He used his arms and pretended to be a dolphin. He splashed and sprayed. It was so much fun! 

Jonny laughed and sprayed for a long time. Then it was time to go back home. He said goodbye to the dolphin, feeling happy and fit.",0,616
1916108,"Johnny and Alex were very excited. It was time for them to make a treasure box. First, they grabbed pieces of tape and filled the bottom of the box. Johnny was embarrassed when he couldn't get the tape to stick.

Alex laughed. ""It's okay,"" she said. ""We can try again.""

Johnny smiled and grabbed some more tape. This time, he was careful and the tape stuck. The two friends cheered. They filled the box with things they found around the house. Old seashells, ribbons, glossy stones, and a sparkly ring were all carefully placed inside.

Finally, the two friends used tape to close the box. They shook it and heard a wonderful rattling sound.

""Our treasure box is ready,"" said Alex.

Johnny grinned. ""Let's go show everyone!""",9,726
1267190,"Once upon a time, there was a reliable man. He had a big mustache! One day, he decided to go swimming in the lake near his house. He put on his bathing suit and happily walked towards the lake.

When he arrived, the lake was so sparkly and inviting. He couldn't wait to get in! He dipped his toes into the cold water and then slowly went all the way in. He laughed and smiled as he paddled around. He could feel the refreshing water on his skin.

The man swam and swam until he was really tired. He climbed out of the lake and grabbed his towel to dry off. He felt so happy after his swim and looked forward to swimming again soon!",0,631
835576,"Once upon a time, there was a little boy named Timmy. He loved to play outside with his friends. One day, they found a can that could spray water. They had so much fun spraying each other and getting wet.

As they played, Timmy noticed a little bird sitting on a branch. The bird looked at him and winked. Timmy thought it was so cool that the bird could wink. He tried to wink back, but he couldn't do it.

Timmy's mom called him in for lunch. She made him a sandwich with humble bread and some fruit. Timmy ate his lunch and told his mom all about the fun he had with his friends and the bird that winked at him.",3,614
1613520,"Once upon a time, there was a boy named Timmy. Timmy liked to play with his toy machines. One day, Timmy's mom let him play with the washing machine. Timmy was very happy and put all his toys in the machine.

Suddenly, the machine started to make a loud noise. Timmy got scared and called out to his mom. ""Mommy, the machine is troubled!"" he said. But his mom didn't hear him.

The machine started to shake and Timmy's toys flew out of the machine. Timmy was sad and his mom came running. ""Oh no, Timmy! I shouldn't have let you play with the machine. I'm sorry,"" she said.

Timmy felt sad and his mom hugged him tightly. From that day on, Timmy never played with the machines again.",3,683
2026721,"Once upon a time, there was a little girl named Lily. She loved to play outside in the sunshine. One day, she saw a little bee flying around her head. The bee was very busy collecting nectar from the flowers.

Lily thought the bee was very fancy with its black and yellow stripes. She wanted to name the bee, so she called it Buzzy. Buzzy flew around Lily for a while, then flew away to find more flowers.

Lily was happy to have met Buzzy and she hoped to see her again soon. From that day on, Lily always looked for Buzzy whenever she played outside.",2,552
447336,"Jeannie was playing outside in the garden. She saw a patch of grass and she decided to call it her own. She lay down, tired, ready for some rest.

Just as Jeannie was about to close her eyes, she heard a loud noise coming from the patch of grass. She was scared and she sat up, looking to see who was there.

It was a big, mean monster, bigger than Jeannie. The monster said he had been calling her patch of grass home for a long time now and he wouldn't let Jeannie have it.

Jeannie was very tired, so she had no energy to fight back. She watched sadly as the monster tread all over her patch of grass and ate her flowers. 

Jeannie was so sad, she started to cry. There was nothing she could do, so she had to leave her patch of grass behind.",8,745
994912,"Once upon a time, there was a little girl named Lily. She had long hair that was always tangled. Her mom would comb it every day, but Lily didn't like it. She was curious about what would happen if she didn't let her mom comb her hair.

One day, Lily went outside to play. It was a sunny day, and she ran around the park with her friends. But then, it started to rain. Lily didn't want to go home yet, so she stayed outside and played in the rain. When she came home, her hair was all wet.

Her mom tried to comb it, but it was too tangled. Lily was upset because she didn't like the feeling of her hair being wet and tangled. She learned her lesson and promised to always let her mom comb her hair from then on.",1,712
1599557,"Once upon a time there was a little boy named Jon. Jon loved to play outside on a nice sunny day. He especially liked to climb.

One day he saw a rope. It was long and stretchy and looked like fun! Jon asked his mom to hold the rope for him so he could climb. She said yes and waited to help him.

Jon tried climbing the rope, but it was hard! He wasn't very good at it yet. But Jon kept trying. He kept trying and trying, and soon he got better.

After a while, Jon was very good at climbing the rope. He felt so proud of himself and shouted â€œI did it!â€

His mom was so happy for him and after giving him a big hug said â€œThat was very good Jon, you are such a brave climber!â€

Jon smiled and said â€œLet's do it again tomorrow!â€",0,736
1505583,"Once upon a time, there was a man who worked in the forest. He had a big axe that he used to cut down trees. One day, he felt very hungry and decided to eat his lunch. He took out a sandwich and took a bite. It was so delicious! He felt happy and satisfied.

After finishing his lunch, the man continued to work. He swung his axe and chopped down more trees. The sound of the axe hitting the wood made a loud noise. Suddenly, the man felt tired and decided to take a break. He sat down on a log and closed his eyes. He felt the cool breeze on his face and listened to the birds singing. It was a peaceful feeling. 

When the man woke up, he picked up his axe and continued working. He knew that he had a job to do, but he also felt glad that he had taken a break. He felt strong and determined to finish his work. And with each swing of the axe, he felt proud of what he had accomplished.",4,888
1240978,"Once upon a time, there was a girl named Jane. She lived in a colorful world with bright flowers and tall trees. One day, Jane put on her special boots and decided to go for a walk. 

As soon as she stepped out of her door, Jane noticed a rainbow in the sky. She marveled at different hues of the sky and felt so happy. She said to herself, ""I must remember this beautiful scene so I can return to it.""

Jane walked until she was close to the rainbow. She stopped and said, ""I shall come back here with my colorful boots.""

Then, she turned and began to walk back home. On the way, she saw a big hill that she wanted to climb. ""But I must return to show my boots,"" she said, so she walked quickly back to her house. 

When Jane came back, she took out her colorful boots and put them on. She said, ""These special boots will help me remember the beautiful rainbow I saw."" With a smile, she opened the door and went out for a walk.",2,929
1238287,"Once upon a time, there was a big turkey named Tom. Tom was very happy because he was going to race with his friends. They were going to run as fast as they could to see who was the fastest turkey.

Tom was feeling brilliant because he had been practicing his running every day. He knew he was going to win the race. But, he also knew that his friends were very fast too. So, he had to be careful.

On the day of the race, Tom and his friends gathered at the starting line. They were all very excited. The race started, and Tom ran as fast as he could. He was leading the race, but suddenly he saw a brilliant red apple on the ground. He wanted to eat it, so he stopped running and picked it up.

Tom's friends passed him and won the race. Tom was sad because he didn't win. But he learned that sometimes it's better to focus on the race and not get distracted by other things.",0,877
92021,"Once upon a time, there was a little boy named Timmy. Timmy loved going to the park to play with his friends. One day, Timmy saw a big mess in the park. There was trash everywhere and it was not tidy. Timmy knew this was not good.

Timmy decided to clean up the park. He picked up all the trash and put it in the bin. After he finished, the park was tidy again. Timmy felt happy because he knew he did a good thing.

The next day, Timmy's mom told him some news. The news said that people were happy because the park was clean. Timmy felt proud of himself because he made people happy. He learned that doing good things can make people happy.",3,642
1660129,"Once upon a time, there was a girl named Lily. She loved to bake yummy cookies with her mommy. They mixed flour, sugar, and butter together, and put it in the oven to bake. The cookies smelled so good!

One day, Lily went to school and accidentally dropped her eraser on the floor. It rolled under her desk and she couldn't reach it. The teacher saw it and picked it up for her. She gave it back to Lily and said, ""Be careful, Lily. The floor is harsh.""

When Lily got home, she told her mommy about what happened at school. Her mommy hugged her and said, ""It's okay, Lily. You have your eraser back now. Let's go bake some more cookies!"" Lily smiled and felt happy again.",2,672
1151254,"One day, a group of friends went outside to play. They had so much fun! One of their friends made the most incredible joke. Everyone laughed and laughed. They were having so much fun that they decided to have a picnic. 

The friends all brought their favorite foods and laid it out on a big blanket. They had so much food and it was all so delicious. Everyone was so excited. 

While they were eating and joking around, a giant bee came by. Everyone ran away in fear, but one of their friends stayed. He saw that the bee really wasn't so bad. He made a joke about it and everyone laughed. 

The friends were amazed at the bravery and creativity of their friend. He made their picnic day even more incredible. The friends all hugged and thanked him for making their day so special.",8,780
33965,"Once upon a time, there was a big truck. The truck was red and had big wheels. It could carry lots of things. One day, the truck was empty and needed something to carry. So the driver went to a store to buy some things. 

At the store, the driver saw a big box. He wanted to buy it, but it was too big for the truck. So he cut the box into smaller pieces. Then he put the pieces into the truck. The truck was no longer empty! 

The driver drove the truck to a house. The people at the house were happy to see the things in the truck. They took the things out of the truck and used them to make something new. The truck was empty again, but it was happy because it helped people. The end.",0,687
205706,"Once upon a time there was a little boy who loved to clap his hands. One day, he was in the park and he saw a newspaper on the ground. He picked it up and clapped his hands. The little boy was so excited to see the newspaper! 

He opened the pages of the newspaper and a warm feeling came over him. Inside the paper were pictures of animals, people and places. He smiled and began to clap his hands. He loved learning about the world and the wonderful places in it! 

The little boy kept clapping his hands and began to make little dances. He danced and clapped for joy. He was so happy to learn about the world around him with the help of the warm newspaper. That's why the little boy was always clapping his hands.",4,716
2083425,"Once there was a wide march. A boy and a girl wanted to march too. They found a cookie and started their march. 

As the march went on, the boy and girl became tired and wanted a break. They saw a big tree and decided to take a break there. They sat down and shared the cookie. 

After their break, they continued the march. They had a lot of fun marching together. They saw lots of different things, like a big red balloon, a butterfly, and a small dog. 

At the end of the march, they looked back and were happy. It had been fun to march together. 

The boy and girl hugged each other and went home, both with a big smile on their faces. It had been a wonderful march!",0,670
1200385,"Once upon a time, there was a little girl named Lily. She loved to play at the park. Her favorite thing to do was to swing. She would swing high up in the sky and feel so happy.

One sunny day, Lily went to the park with her mom. The sky was blue, and the sun was brilliant. Lily ran to the swing and started to swing back and forth. She was having so much fun that she didn't want to stop.

As Lily was swinging, she saw a big ball on her left. She wanted to catch it, but she was swinging too high. Her mom told her to be careful, but Lily didn't listen. She let go of the swing and tried to catch the ball.

But Lily fell to the ground and hurt her knee. She started to cry, and her mom came running to help her. Lily's fun day at the park was now a sad day. She learned that she should always listen to her mom and be careful when playing.",1,843
965186,"Once upon a time, there was a little girl named Lily. She loved to play in her backyard and pick flowers. One day, she saw a loose nail on the ground near her swing. She knew it was dangerous, but she was too lazy to pick it up.

Later that day, Lily's mom suggested they have a picnic in the park. Lily was so excited and ran to get her favorite blanket. But when she got to the park, she tripped and hurt her foot on the loose nail she saw earlier. 

Lily learned her lesson and never left dangerous things on the ground again. From then on, she always made sure to be safe and careful.",2,588
1477741,"Once upon a time, there was a little bear named Teddy. Teddy was very chubby and loved to eat honey. One day, Teddy went to the river to play. He saw a big raft and decided to go on an adventure. The sun was setting and the sky started to glow orange. Teddy was scared but he kept going. Suddenly, he saw fireflies and they started to glow too. Teddy wasn't scared anymore and he felt happy. He rode the raft until he reached the other side of the river. Teddy had a great adventure and went back home with a full tummy and a big smile.",4,536
918571,"It was a bright and sunny day, perfect for playing. But Toby's mom had other plans - today was the day he was to try a new sport! Toby was excited and he couldn't wait. 

Mommy said, ""Toby, it's time to go to your activity. Don't forget your water bottle!"" 

Toby said, ""Yay! What is it?"" 

Mommy replied, ""It's a surprise! You will find out when you get there.""

Toby thought it was going to be fun. He did not know he was about to discover something he would love and be proud of. 

At the sports center, Toby was introduced to basketball. After a few practice shots, Toby was hooked! He loved playing and was so proud of himself as his confidence grew.

He practiced and practiced until mommy said it was time to go home. Toby knew he had discovered something special and couldn't wait to come back the next day. Toby was overflowing with pride!",9,848
797471,"Tom and Lily were hungry. They wanted to eat beef for lunch. But when they opened the fridge, it was empty. There was no beef, no cheese, no milk, no eggs, nothing.

""Where is the beef?"" Tom asked. He blinked his eyes. He could not believe it.

""I don't know,"" Lily said. She blinked her eyes too. She was sad.

They heard a noise outside. They ran to the window. They saw a big truck. It had a picture of a cow on it. It said ""Beef Delivery"".

""Look, Tom, look!"" Lily shouted. ""The truck has beef!""

They ran to the door. They put on their shoes. They ran to the truck. They saw a man. He was wearing a hat and a apron. He was carrying a big box.

""Excuse me, sir,"" Tom said. ""Can we have some beef, please? Our fridge is empty. We are very hungry.""

The man smiled. He looked at Tom and Lily. They looked cute and polite.

""Sure, kids,"" he said. ""You can have some beef. But you have to ask your mom or dad first. Is that OK?""

Tom and Lily nodded. They ran back to the house. They found their mom. She was in the living room. She was reading a book.

""Mom, mom!"" they said. ""Can we have some beef, please? There is a truck outside. It has beef. The man said we can have some. Please, mom, please!""

Their mom looked surprised. She put down her book. She followed Tom and Lily outside. She saw the truck. She saw the man. She thanked him for his kindness. She took a box of beef. She paid him some money.

""Thank you, sir,"" she said. ""You made my kids very happy. And me too. We were out of food. You saved our lunch.""

The man waved goodbye. He drove away. Tom and Lily hugged their mom. They carried the box of beef inside. They helped their mom cook it. They ate it with bread and salad. It was delicious. They were full and happy. They blinked their eyes. They smiled.",6,1774
1051204,"Once upon a time, there was a little boy named Tim. Tim liked to play with his toy phone. One day, he heard a ring. It was a real phone! He picked it up and said, ""Hello?""

On the other side of the phone, there was a doctor. The doctor said, ""I have your x-ray. It shows that you are very healthy and everything is harmless."" Tim didn't know what an x-ray was, but he was happy to hear that everything was good.

Tim told his mom about the phone call. She smiled and said, ""That's great, Tim! Now you know that you are healthy and strong."" Tim felt proud and continued to play with his toy phone, knowing that he was safe and sound.",9,632
573693,"Once upon a time, there was a boy named Timmy. Timmy loved to play with his toys, especially his red car. One day, Timmy's little sister, Lily, took his car without asking. Timmy was very upset and cried a lot.

Their mom saw Timmy crying and asked him what was wrong. Timmy told her that Lily took his red car. Their mom talked to Lily and told her it's not nice to take someone's object without asking. Lily said sorry to Timmy and gave him back his car. Timmy forgave her and they celebrated by playing with all their colorful toys together.",2,544
407535,"Once there was a big blue ladder. It was so tall that it reached up to the sky. The ladder was very inviting, and every day lots of kids came to climb it and learn.

One day, a little girl named Marie saw the ladder. She was only three years old, but she wanted to learn how to climb it. Marie asked her mom if she could try.

""Yes, you can,"" said her mom. ""But be careful. Don't go too high, okay?""

Marie nodded and began to climb the ladder. She had never climbed anything so tall before but she was determined to learn. Step by step, she crept closer and closer to the sky. 

The higher she got, the more proud of herself Marie felt. She looked down and saw her mom smiling at her. 

""You did it!"" Marie's mom shouted. ""You learned how to climb the big blue ladder!""",1,770
165350,"Once upon a time, there was a little boy named Timmy. Timmy loved to play with his toys all day long. One day, he found a shiny metal toy car that he loved. It was so pretty and he loved to play with it all the time.

One day, Timmy's little sister came into his room and started to disturb him. She wanted to play with his toys too. Timmy didn't like it when his sister disturbed him because he wanted to play with his toys alone.

Timmy's mom came into the room and saw that Timmy was upset. She told Timmy's sister to leave him alone and that it was not safe to disturb him when he was playing with his toys. Timmy felt better and continued to play with his shiny metal toy car.",3,681
1295758,"Lily and Ben are twins. They like to play in the park. One day, they see a big blue bird in a tree. The bird has pretty feathers and a long tail.

""Look, Lily, a blue bird!"" Ben says.

""Wow, it is so pretty!"" Lily says.

They want to see the bird up close. They walk to the tree and look up. The bird sees them and flies away.

""Oh no, the bird is gone!"" Ben says.

""Maybe it will come back,"" Lily says.

They sit under the tree and wait. They see other birds, but not the blue one. They are sad.

""Let's lay down and look at the sky,"" Ben says.

""OK,"" Lily says.

They lay down on the grass and look at the sky. They see white clouds and a yellow sun. They see a plane and a kite. They see a butterfly and a bee.

""Look, Lily, a blue butterfly!"" Ben says.

""Wow, it is so pretty!"" Lily says.

The blue butterfly lands on Lily's nose. She giggles. The butterfly flies away.

""Maybe it is friends with the blue bird,"" Ben says.

""Maybe,"" Lily says.

They smile and hug. They are happy.",5,984
1848946,"Once upon a time there was a little girl. She was walking through the forest. Suddenly she heard a noise in the bushes. She was frightened. She looked over to see what it was.

It was a big black bear! The little girl was even more scared. But before she could run away, the bear spoke to her. He asked her if she would like to have some yogurt with him.

The little girl wasn't sure what to do. She was still very scared. But then she noticed that the bear was smiling. He seemed friendly. The little girl decided to accept the bear's offer.

The bear gave her a big bowl of yogurt. She ate it all up very quickly. It was delicious! The bear was pleased. He said goodbye and went back into the forest.

The little girl went home feeling much happier. She was no longer frightened. She was glad that she had accepted the bear's offer of yogurt.",8,844
139940,"Once upon a time, there was a good boy named Timmy. He lived in a village with his mommy and daddy. Timmy loved to play with his toys and run around outside.

One day, Timmy's mommy told him a secret. She said she had a surprise to reveal to him later that day. Timmy was so excited! He couldn't wait to find out what it was.

Later on, Timmy's mommy took him to the village square. There, all of his friends and family were waiting for him. They revealed a big cake with candles on it! Timmy was so happy and felt very loved. It was the best day ever!",3,552
1530338,"One day, a little boy named Tim went outside to play. The sun was shining bright and warm. Tim saw a big, dangerous rock near his play area. He thought, ""I should be careful near that rock.""

Tim's friend, Lily, came over to play. They ran around and laughed. But then, Tim tripped on the dangerous rock and fell down. He started to cry. His pants had a big tear in them.

Lily said, ""Oh no, Tim! Your pants have a tear!"" Tim looked at his pants and saw the tear. He was sad. But then, Tim's mom came out and said, ""Don't worry, Tim. I can fix your pants. Now you know to be careful near the dangerous rock."" Tim and Lily smiled and went back to playing, being careful near the rock.",9,683
551181,"Once upon a time, there was a big, big garden. In the garden, there was a very long vine. The vine was enormous! It was so big that it took up a lot of space in the garden. 

One day, a little boy was playing in the garden. He accidentally tripped and hurt his knee. The little boy started to cry. His mommy came over to him and asked, ""What happened?"" 

The little boy showed his mommy his hurt knee. His mommy said, ""Don't worry, I will heal your boo-boo."" She picked a leaf from the enormous vine and put it on the little boy's knee. The leaf was magic! It made the little boy's knee feel better. He stopped crying and smiled. From that day on, the little boy loved the enormous vine because it helped him feel better.",9,721
378046,"Once upon a time there was a bald man who had lots of luggage. He wandered around the city because he didn't know where to go. As he wandered, he saw a little child playing in a park. He stopped and said, ""Hello there. Where are you going?""

The child smiled and said, ""I'm going to play!""

The man replied, ""That sounds like fun! What about me, I'm all by myself. Do you know where I should go?""

The child thought for a moment and said, ""You should go to the beach. It's lots of fun and there are many things to do there. You can play in the sand, go swimming, and build sandcastles."" 

The man smiled and thanked the child. He said goodbye and picked up his luggage and started to wander towards the beach. As he walked down the street, he felt much happier knowing that he had a destination in mind. He wandered all the way to the beach and had a wonderful time. 

The man eventually made his way back home and put away his luggage. He smiled as he remembered how the little child had helped him find the beach. From then on, the man made sure he always had a destination in mind when he wandered.",3,1101
1237782,"Once upon a time, a little girl named Annie wanted to celebrate her birthday with her friends. But her parents didn't have enough money to buy anything nice. Annie was very sad. She thought she wouldn't have anything special for her birthday.

But then, Annie's mom had a great idea. She found a big, cheap top at the store and enough money to buy it.

Annie was so excited to see the top. It was exactly what she wanted. She couldn't wait for her friends to come and celebrate her birthday with her.

But when the day arrived, the top was too small for Annie. She was disappointed that she couldn't wear it to celebrate.

Fortunately, Annie's mom had one more surprise. She had managed to save enough money to buy a bigger, better top. It was even nicer than the cheap one!

Annie put on the beautiful new top and celebrated her special day with her friends. Everyone had a wonderful time and she felt so happy wearing her new top.",1,932
1370359,"Once upon a time, there was a kind girl named Lucy.
She loved to go outside and play. One day, she was playing near a big tree when she saw something sparkling in the grass.

She leaned down to take a closer look and saw that it was a sparkly powder. Lucy was excited, so she lifted up the powder and brought it home. 

When Lucyâ€™s mum saw the powder, she was very happy. She put a small amount of the powder in her hand, made a wish and blew it away.

Lucy watched in wonder as the sparkly powder spread all around the room. She clapped her hands and thanked her mum for the magical moment. She knew her mum was the kindest ever.",2,632
1742746,"Once there was a little girl named Jane. She was very impatient and always wanted things right away. One day, she noticed a gear on the ground. Jane was excited and wanted to take it.

She whispered to herself, ""Maybe it will make something nice!"" Jane quickly picked it up and started walking away.

But then a voice came out of nowhere. The voice said, ""That gear belongs to me. Please give it back!""

Jane was scared but still refused to give it back. She whispered, ""No! It's mine now!""

The voice said, ""Please give it back or you'll have bad luck."" But Jane kept walking and ignored the voice.

The next day, Jane found out that her mom had been in an accident. Jane was so sad and realized that the voice was right. Her impatience had caused the bad luck.

Jane always remembered this lesson and was careful to listen to people in the future.",9,849
736687,"One day, Jack had a great idea. He wanted to make a fake TV. He ran to the kitchen, grabbed some sacks and laid them on the floor. Then, he took some string and tied them together. Next, he got some paint and coloured the sacks grey. After that, he found a white marker and drew a screen and some buttons. Finally, he grabbed some hand puppets and put them in front of the TV. 

Jack was so proud of his fake TV! He played pretend tv shows and shows for his best friends. He laughed and had fun for hours and hours. 

But then, his Mum asked him to clean up the sacks. Jack was sad, so he put his puppets away and made sure to pack the sacks up carefully. He said goodbye to his fake TV and took the sacks back to the kitchen. 

Jack had a great day, even without his fake TV. He knew he could always make another one soon!",0,823
842194,"Jeff was walking through the park when he came across a rhinoceros. He had never seen a rhinoceros before and wanted to get a closer look. He carefully approached the rhinoceros, staring at its big body, delicate skin, and sharp horns. He paused for a moment, in awe of the beautiful animal, before slowly stretching his arm out to stroke its side. 

Suddenly, the rhinoceros spoke! ""Oh, hello there,"" it said. Jeff was jumpy and stepped back, but the rhinoceros quickly added, ""It's okay, I won't hurt you."" 

Jeff was relieved and stepped a bit closer. They talked for a while and Jeff asked the rhinoceros, ""How did you learn to talk?"" 

The rhinoceros smiled, ""I was born with this ability. I must say, I'm quite delicate and don't like to talk too much."" 

Jeff simply nodded and they said their goodbyes. As Jeff walked away, he paused to take one last look. He marvelled at the mysterious creature before him, and felt grateful for the special moment.",8,958
554318,"Maggie was walking down the street when she stumbled on a rock. As she stumbled, she saw something interesting. It was a smelly museum! She decided to take a closer look.

""Oh, wow!"" Maggie exclaimed as she walked in. She looked around and saw lots of cool things. There were colorful paintings and statues of animals.

Suddenly, she heard someone talking in the corner. Maggie slowly walked over to have a look. It was a security guard, and he was grumbling about something.

Maggie asked him ""What happened?""

""Well, someone spilled something smelly in the museum and it smells terrible!"" the guard said.

Maggie thought for a moment and then smiled. She had an idea.

""We should open the windows and let the fresh air in,"" Maggie suggested.

The guard smiled, ""That's a great idea! Let's do it!""

So, Maggie and the guard opened the windows and the smelly museum was soon filled with fresh air.",8,897
1534517,"Once upon a time there was a little girl named Emma. She was only three years old and mommy said she was very brave. One day, Emma heard a loud noise in her house and was scared. She went to the living room to find out what it was and saw a big, unknown animal standing there. Emma was so scared she started to cry.

The animal said, in a loud voice, ""Don't be scared, Emma. I won't hurt you."" Emma stopped crying and asked the animal what it wanted. The animal said, ""I demand two apples and some water. Can you help me?"" Emma wasn't sure what to do, but she wanted to be brave.

She went to the kitchen and found the two apples and filled a cup of water. She walked to the living room and gave the animal the apples and water. The animal said, ""Thank you, Emma. You are a brave girl!"" Then the unknown animal walked away.

Emma was proud of herself for being brave and helping the unknown animal. She smiled and went back to playing.",8,935
2104679,"Once upon a time, there lived a little girl named Lucy. She was three and liked to play all day. One day, Lucy decided to go explore. She set out and soon arrived at a deep lake. Standing by the shore, she noticed some fish swimming below. 

Lucy was curious and wanted to explore the depths of the lake, so she asked the fish, â€œCan you take me to the world down there?â€ 

The fish replied, â€œNo, little one. We need to stay in the lake and live our lives. We canâ€™t take you down with us.â€

Lucy thought about the fish, and realized that even though she wanted to explore, she needed to stay in the place that she was. Lucy thanked the fish and returned home.

Moral: Being brave and curious is important, but we must remember to obey the rules and stay in the place that we need to be.",1,793
1143062,"Once upon a time there was an enormous fountain in a meadow. It sparkled in the sunshine and there were lots of animals living around it.

One day, a little bear went to the fountain and decided to take a nap next to it. But just as the little bear was about to have a nap, a mean squirrel came over and shouted.

â€œThis is my spot!â€ the squirrel said, lying about claiming the spot.

The little bear didn't know what to do. He was feeling scared and mad at the same time. So he took a big deep breath and slowly said, â€œNo, this is my spot.â€

The squirrel was very surprised that such a small bear had the courage to stand up to him! The squirrel really didn't want to fight a bear, so he stepped aside and let the little bear have his spot.

The little bear was so happy. He curled up on the grass and took a long nap in the sunshine. Everyone was happy and the fountain sparkled in the meadow.",8,900
